name,location,vendor_categories,review,average_rating,count,image_count,reply_count,lat,lng,full_address,sido,gu,dong,shared_location_count,store_type,review_rank
홍콩반점0410-관악구청점,"{'lat': '37.4786959', 'lng': '126.95253309'}","['중국집', '프랜차이즈']","{'average_rating': 4.7, 'count': 248, 'image_count': 207, 'reply_count': 113}",4.7,248,207,113,37.4786959,126.9525331,서울특별시 관악구 관악로 152,서울,관악구,봉천동,1,독립 매장,413
롯데리아-세이브마트점,"{'lat': '37.4742456', 'lng': '126.91761045'}","['버거', '프랜차이즈', '치킨']","{'average_rating': 4.7, 'count': 6861, 'image_count': 3678, 'reply_count': 5821}",4.7,6861,3678,5821,37.4742456,126.9176105,서울특별시 관악구 난곡로 220,서울,관악구,신림동,1,독립 매장,16
가장맛있는후라이드-신림2호점,"{'lat': '37.4716424', 'lng': '126.93235601'}","['분식', '야식', '치킨', '포장']","{'average_rating': 4.8, 'count': 18, 'image_count': 23, 'reply_count': 18}",4.8,18,23,18,37.4716424,126.932356,서울특별시 관악구 양지길 14,서울,관악구,신림동,1,독립 매장,894
바나다커피-신림신원점,"{'lat': '37.4795954', 'lng': '126.92794476'}","['카페/디저트', '샌드위치', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 104, 'image_count': 90, 'reply_count': 104}",5,104,90,104,37.4795954,126.9279448,서울특별시 관악구 신원로 1,서울,관악구,신림동,1,독립 매장,578
레전드고기한상-봉천점,"{'lat': '37.4819666', 'lng': '126.94117995'}","['한식', '프랜차이즈', '야식']","{'average_rating': 4.7, 'count': 32, 'image_count': 26, 'reply_count': 31}",4.7,32,26,31,37.4819666,126.94118,서울특별시 관악구 장군봉1길 19,서울,관악구,봉천동,3,소규모 샵인샵,786
무한대로삼겹살-신림점,"{'lat': '37.4871239', 'lng': '126.92836606'}","['한식', '고기/구이', '포장', '야식', '1인분주문', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4871239,126.9283661,서울특별시 관악구 신림동1길 7,서울,관악구,신림동,8,대규모 공유주방,1178
청년곱도리탕-신림본점,"{'lat': '37.4752902', 'lng': '126.93016883'}","['찜/탕', '포장', '한식', '야식']","{'average_rating': 5.0, 'count': 67, 'image_count': 58, 'reply_count': 31}",5,67,58,31,37.4752902,126.9301688,서울특별시 관악구 문성로38길 70-4,서울,관악구,신림동,2,소규모 샵인샵,656
딥딥시카고-관악점,"{'lat': '37.4864689', 'lng': '126.93686058'}","['피자/양식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 2, 'image_count': 0, 'reply_count': 0}",5,2,0,0,37.4864689,126.9368606,서울특별시 관악구 은천로 13-1,서울,관악구,봉천동,5,대규모 공유주방,1095
BBQ-신림역점,"{'lat': '37.4836233', 'lng': '126.93048156'}","['포장', '프랜차이즈', '치킨']","{'average_rating': 4.5, 'count': 6, 'image_count': 3, 'reply_count': 0}",4.5,6,3,0,37.4836233,126.9304816,서울특별시 관악구 남부순환로180길 6,서울,관악구,신림동,1,독립 매장,1009
남산왕돈까스-신림점,"{'lat': '37.4869099', 'lng': '126.93842962'}","['한식', '분식', '일식/돈까스', '포장', '프랜차이즈', '야식']","{'average_rating': 4.1, 'count': 11, 'image_count': 8, 'reply_count': 8}",4.1,11,8,8,37.4869099,126.9384296,서울특별시 관악구 봉천로23나길 53,서울,관악구,봉천동,1,독립 매장,949
로플봉봉,"{'lat': '37.48013040181282', 'lng': '126.92805869911105'}","['샐러드', '카페/디저트', '샌드위치', '포장', '야식']","{'average_rating': 5.0, 'count': 317, 'image_count': 315, 'reply_count': 309}",5,317,315,309,37.4801304,126.9280587,서울특별시 관악구 신원로 8-1,서울,관악구,신림동,1,독립 매장,356
전라도전통김치찜,"{'lat': '37.4857499', 'lng': '126.94071559'}","['찜/탕', '한식', '고기/구이', '야식', '포장', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4857499,126.9407156,서울특별시 관악구 봉천로27길 41,서울,관악구,봉천동,10,대규모 공유주방,1178
샤오바오우육면-봉천점,"{'lat': '37.4833505', 'lng': '126.94286352'}","['중국집', '한식', '야식', '아시안']","{'average_rating': 4.8, 'count': 519, 'image_count': 440, 'reply_count': 1}",4.8,519,440,1,37.4833505,126.9428635,서울특별시 관악구 봉천로 385,서울,관악구,봉천동,2,소규모 샵인샵,274
기떡찜-신대방점,"{'lat': '37.482506', 'lng': '126.91001443'}","['찜/탕', '한식', '분식', '프랜차이즈', '포장']","{'average_rating': 4.8, 'count': 10, 'image_count': 15, 'reply_count': 0}",4.8,10,15,0,37.482506,126.9100144,서울특별시 관악구 조원로14길 27,서울,관악구,신림동,1,독립 매장,964
한양카츠-관악점,"{'lat': '37.4797687', 'lng': '126.95751774'}","['한식', '분식', '일식/돈까스', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 25, 'image_count': 20, 'reply_count': 0}",5,25,20,0,37.4797687,126.9575177,서울특별시 관악구 남부순환로 1869,서울,관악구,봉천동,10,대규모 공유주방,830
해장요리전문점해장쿡-본점,"{'lat': '37.4791397', 'lng': '126.94093445'}","['찜/탕', '한식', '야식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 2359, 'image_count': 1670, 'reply_count': 465}",4.9,2359,1670,465,37.4791397,126.9409345,서울특별시 관악구 쑥고개로 39,서울,관악구,봉천동,2,소규모 샵인샵,86
진교동한우곱도리탕-관악점,"{'lat': '37.4865123', 'lng': '126.9416755'}","['찜/탕', '한식', '포장']","{'average_rating': 4.5, 'count': 2, 'image_count': 2, 'reply_count': 0}",4.5,2,2,0,37.4865123,126.9416755,서울특별시 관악구 국회단지2길 40,서울,관악구,봉천동,5,대규모 공유주방,1095
옐로우파스타-신림점,"{'lat': '37.48737501892205', 'lng': '126.93318452680533'}","['피자/양식', '샐러드', '고기/구이', '야식', '포장']","{'average_rating': 5.0, 'count': 4, 'image_count': 3, 'reply_count': 4}",5,4,3,4,37.48737502,126.9331845,서울특별시 관악구 봉천로 287-1,서울,관악구,봉천동,1,독립 매장,1046
스트릿캔-신림점,"{'lat': '37.4843413', 'lng': '126.93400079'}","['카페/디저트', '포장', '야식', '프랜차이즈']","{'average_rating': 4.8, 'count': 8, 'image_count': 7, 'reply_count': 0}",4.8,8,7,0,37.4843413,126.9340008,서울특별시 관악구 남부순환로190길 6,서울,관악구,신림동,1,독립 매장,979
진격의곱창-신림점,"{'lat': '37.4828554683663', 'lng': '126.926803682844'}","['한식', '고기/구이', '분식']","{'average_rating': 4.8, 'count': 49, 'image_count': 32, 'reply_count': 0}",4.8,49,32,0,37.48285547,126.9268037,서울특별시 관악구 관천로 37-1,서울,관악구,신림동,1,독립 매장,715
피나치공-서울봉천점,"{'lat': '37.4729012', 'lng': '126.96611959'}","['피자/양식', '프랜차이즈', '치킨', '포장', '야식']","{'average_rating': 4.9, 'count': 1001, 'image_count': 991, 'reply_count': 997}",4.9,1001,991,997,37.4729012,126.9661196,서울특별시 관악구 남부순환로248길 78,서울,관악구,봉천동,1,독립 매장,169
놀부김치찜-신림점,"{'lat': '37.4766535', 'lng': '126.9375515'}","['찜/탕', '한식', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 67, 'image_count': 60, 'reply_count': 0}",4.9,67,60,0,37.4766535,126.9375515,서울특별시 관악구 신림로38길 1,서울,관악구,신림동,3,소규모 샵인샵,656
국대김치찜-봉천점,"{'lat': '37.477889', 'lng': '126.94185505'}","['찜/탕', '한식', '프랜차이즈', '포장', '1인분주문', '야식']","{'average_rating': 4.8, 'count': 92, 'image_count': 95, 'reply_count': 0}",4.8,92,95,0,37.477889,126.9418551,서울특별시 관악구 참숯1길 19,서울,관악구,봉천동,5,대규모 공유주방,600
요아정-난곡사거리점,"{'lat': '37.4807744', 'lng': '126.91493522'}","['포장', '카페/디저트', '프랜차이즈', '야식']","{'average_rating': 5.0, 'count': 2, 'image_count': 2, 'reply_count': 0}",5,2,2,0,37.4807744,126.9149352,서울특별시 관악구 난곡로 300,서울,관악구,신림동,1,독립 매장,1095
못말리는파닭-신림점,"{'lat': '37.4813013578555', 'lng': '126.92744309648'}","['야식', '치킨', '포장']","{'average_rating': 4.6, 'count': 154, 'image_count': 46, 'reply_count': 0}",4.6,154,46,0,37.48130136,126.9274431,서울특별시 관악구 신원로3가길 8,서울,관악구,신림동,1,독립 매장,495
미미사천마라탕-신림점,"{'lat': '37.4808766', 'lng': '126.91269398'}","['중국집', '야식', '찜/탕', '아시안', '포장']","{'average_rating': 4.9, 'count': 66, 'image_count': 72, 'reply_count': 65}",4.9,66,72,65,37.4808766,126.912694,서울특별시 관악구 난곡로63길 34,서울,관악구,신림동,1,독립 매장,659
두찜-관악난곡점,"{'lat': '37.469700178185', 'lng': '126.919099573055'}","['찜/탕', '한식', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 578, 'image_count': 549, 'reply_count': 155}",4.9,578,549,155,37.46970018,126.9190996,서울특별시 관악구 난곡로 167,서울,관악구,신림동,2,소규모 샵인샵,256
긴말하지않겠다냉면-봉천점,"{'lat': '37.4819666', 'lng': '126.94117995'}","['한식', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 57, 'image_count': 47, 'reply_count': 55}",4.9,57,47,55,37.4819666,126.94118,서울특별시 관악구 장군봉1길 19,서울,관악구,봉천동,3,소규모 샵인샵,688
응급실국물떡볶이-서울대입구역점,"{'lat': '37.4837968728182', 'lng': '126.953385044384'}","['포장', '분식', '프랜차이즈']","{'average_rating': 4.8, 'count': 924, 'image_count': 718, 'reply_count': 252}",4.8,924,718,252,37.48379687,126.953385,서울특별시 관악구 중앙1길 12,서울,관악구,봉천동,2,소규모 샵인샵,183
돼찜돼지품은김치찜-본점,"{'lat': '37.488415', 'lng': '126.9582851'}","['찜/탕', '한식', '고기/구이', '야식', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 182, 'image_count': 147, 'reply_count': 180}",4.9,182,147,180,37.488415,126.9582851,서울특별시 관악구 관악로 274,서울,관악구,봉천동,2,소규모 샵인샵,473
백종원의한신포차닭발&통닭-서울대입구역점,"{'lat': '37.4797194', 'lng': '126.95473657'}","['포장', '찜/탕', '한식', '프랜차이즈', '치킨', '야식', '신규맛집']","{'average_rating': 5.0, 'count': 2, 'image_count': 1, 'reply_count': 2}",5,2,1,2,37.4797194,126.9547366,서울특별시 관악구 관악로16길 38,서울,관악구,봉천동,2,소규모 샵인샵,1095
대박삼겹김치찜&초대박등갈비김치찜-봉천점,"{'lat': '37.4857499', 'lng': '126.94071559'}","['한식', '프랜차이즈']","{'average_rating': 5.0, 'count': 23, 'image_count': 22, 'reply_count': 0}",5,23,22,0,37.4857499,126.9407156,서울특별시 관악구 봉천로27길 41,서울,관악구,봉천동,10,대규모 공유주방,855
쉐이크쉑-신림점,"{'lat': '37.4838513411842', 'lng': '126.930234565071'}","['버거', '프랜차이즈']","{'average_rating': 4.6, 'count': 313, 'image_count': 245, 'reply_count': 204}",4.6,313,245,204,37.48385134,126.9302346,서울특별시 관악구 신림로 330,서울,관악구,신림동,4,대규모 공유주방,358
정직화벌집삼겹-신림봉천점,"{'lat': '37.4811059', 'lng': '126.94706859'}","['찜/탕', '한식', '고기/구이', '포장', '프랜차이즈', '신규맛집']","{'average_rating': 5.0, 'count': 2, 'image_count': 2, 'reply_count': 0}",5,2,2,0,37.4811059,126.9470686,서울특별시 관악구 청룡1길 16,서울,관악구,봉천동,2,소규모 샵인샵,1095
스타동-봉천점,"{'lat': '37.4822061', 'lng': '126.94182944'}","['일식/돈까스', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 23, 'image_count': 21, 'reply_count': 0}",4.8,23,21,0,37.4822061,126.9418294,서울특별시 관악구 남부순환로 1726,서울,관악구,봉천동,1,독립 매장,855
굽네치킨&피자-신림동점,"{'lat': '37.4869239', 'lng': '126.92575932'}","['피자/양식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.7, 'count': 1043, 'image_count': 738, 'reply_count': 57}",4.7,1043,738,57,37.4869239,126.9257593,서울특별시 관악구 신림동길 27,서울,관악구,신림동,1,독립 매장,166
흥부찜닭by놀부-신림점,"{'lat': '37.4766569789258', 'lng': '126.937583203244'}","['한식', '프랜차이즈', '찜/탕', '야식']","{'average_rating': 4.9, 'count': 2264, 'image_count': 1832, 'reply_count': 1450}",4.9,2264,1832,1450,37.47665698,126.9375832,서울특별시 관악구 신림로38길 1,서울,관악구,신림동,2,소규모 샵인샵,91
그린앤피니-봉천점,"{'lat': '37.4822103', 'lng': '126.94046324'}","['피자/양식', '샐러드', '카페/디저트', '포장']","{'average_rating': 5.0, 'count': 147, 'image_count': 130, 'reply_count': 24}",5,147,130,24,37.4822103,126.9404632,서울특별시 관악구 장군봉1길 5,서울,관악구,봉천동,1,독립 매장,506
올루올루아사이볼&요거트아이스크림-서울대입구점,"{'lat': '37.4809131', 'lng': '126.95448608'}","['카페/디저트', '포장', '야식']","{'average_rating': 4.8, 'count': 5, 'image_count': 4, 'reply_count': 4}",4.8,5,4,4,37.4809131,126.9544861,서울특별시 관악구 남부순환로 1837,서울,관악구,봉천동,2,소규모 샵인샵,1025
강여사김치찜,"{'lat': '37.4694275', 'lng': '126.93683335'}","['찜/탕', '한식', '고기/구이', '야식', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 255, 'image_count': 227, 'reply_count': 12}",5,255,227,12,37.4694275,126.9368334,서울특별시 관악구 호암로24길 65,서울,관악구,신림동,1,독립 매장,405
푸라닭-낙성대점,"{'lat': '37.4787609', 'lng': '126.95983705'}","['포장', '야식', '프랜차이즈', '치킨']","{'average_rating': 4.9, 'count': 3081, 'image_count': 2582, 'reply_count': 1052}",4.9,3081,2582,1052,37.4787609,126.9598371,서울특별시 관악구 남부순환로 1891,서울,관악구,봉천동,1,독립 매장,62
곱도리탕부터시작하는자영업생활-관악점,"{'lat': '37.4881203', 'lng': '126.9255175'}","['찜/탕', '한식', '도시락/죽', '포장', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 128, 'image_count': 105, 'reply_count': 123}",4.9,128,105,123,37.4881203,126.9255175,서울특별시 관악구 봉천로6길 36,서울,관악구,신림동,6,대규모 공유주방,542
천하제일불닭발-신림점,"{'lat': '37.4799186', 'lng': '126.91165005'}","['한식', '고기/구이', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 6, 'image_count': 5, 'reply_count': 5}",4.8,6,5,5,37.4799186,126.9116501,서울특별시 관악구 남부순환로142길 27,서울,관악구,신림동,2,소규모 샵인샵,1009
스텔라떡볶이-서울구로조원점,"{'lat': '37.4835426', 'lng': '126.90834792'}","['분식', '포장', '프랜차이즈', '신규맛집']","{'average_rating': 5.0, 'count': 2, 'image_count': 1, 'reply_count': 0}",5,2,1,0,37.4835426,126.9083479,서울특별시 관악구 조원로 54,서울,관악구,신림동,2,소규모 샵인샵,1095
함박웃음-관악점,"{'lat': '37.4911482046109', 'lng': '126.940780432949'}","['피자/양식', '야식', '1인분주문']","{'average_rating': 4.8, 'count': 450, 'image_count': 405, 'reply_count': 124}",4.8,450,405,124,37.4911482,126.9407804,서울특별시 관악구 국회단지27길 15,서울,관악구,봉천동,4,대규모 공유주방,303
별과담특별한과일을담아,"{'lat': '37.4838531', 'lng': '126.90799401'}","['카페/디저트', '포장']","{'average_rating': 4.9, 'count': 47, 'image_count': 53, 'reply_count': 47}",4.9,47,53,47,37.4838531,126.907994,서울특별시 관악구 조원로 49,서울,관악구,신림동,1,독립 매장,720
에몽피자-신림점,"{'lat': '37.479164', 'lng': '126.9326124'}","['피자/양식', '포장']","{'average_rating': 5.0, 'count': 1, 'image_count': 1, 'reply_count': 0}",5,1,1,0,37.479164,126.9326124,서울특별시 관악구 신림로48길 11,서울,관악구,신림동,1,독립 매장,1131
치킨마루-현대시장점,"{'lat': '37.4860953384368', 'lng': '126.945183829841'}","['프랜차이즈', '치킨']","{'average_rating': 4.7, 'count': 270, 'image_count': 146, 'reply_count': 0}",4.7,270,146,0,37.48609534,126.9451838,서울특별시 관악구 은천로 86,서울,관악구,봉천동,1,독립 매장,390
부추통삼겹,"{'lat': '37.4764236433067', 'lng': '126.937565888196'}","['한식', '고기/구이', '포장', '야식', '1인분주문']","{'average_rating': 4.8, 'count': 146, 'image_count': 104, 'reply_count': 40}",4.8,146,104,40,37.47642364,126.9375659,서울특별시 관악구 신림로 212-1,서울,관악구,신림동,1,독립 매장,508
짜글이대가-신림본점,"{'lat': '37.4795271', 'lng': '126.94161931'}","['한식', '고기/구이', '포장', '야식', '프랜차이즈', '1인분주문']","{'average_rating': 4.7, 'count': 17, 'image_count': 10, 'reply_count': 15}",4.7,17,10,15,37.4795271,126.9416193,서울특별시 관악구 쑥고개로 45,서울,관악구,봉천동,4,대규모 공유주방,900
신사왕갈비탕,"{'lat': '37.4861338', 'lng': '126.94710912'}","['찜/탕', '한식', '포장']","{'average_rating': 4.7, 'count': 146, 'image_count': 78, 'reply_count': 0}",4.7,146,78,0,37.4861338,126.9471091,서울특별시 관악구 양녕로 46,서울,관악구,봉천동,2,소규모 샵인샵,508
황금식당-신림점,"{'lat': '37.4735906', 'lng': '126.93930193'}","['한식', '찜/탕', '포장', '고기/구이', '프랜차이즈']","{'average_rating': 4.9, 'count': 1374, 'image_count': 1209, 'reply_count': 70}",4.9,1374,1209,70,37.4735906,126.9393019,서울특별시 관악구 서림3길 9,서울,관악구,신림동,2,소규모 샵인샵,139
사르르육회,"{'lat': '37.4867085', 'lng': '126.94106388'}","['한식', '고기/구이', '야식', '회/초밥', '포장']","{'average_rating': 5.0, 'count': 13, 'image_count': 15, 'reply_count': 12}",5,13,15,12,37.4867085,126.9410639,서울특별시 관악구 국회단지2길 27,서울,관악구,봉천동,1,독립 매장,933
훌랄라참숯치킨-봉천1점,"{'lat': '37.4812338', 'lng': '126.94606844'}","['프랜차이즈', '치킨']","{'average_rating': 4.8, 'count': 47, 'image_count': 40, 'reply_count': 20}",4.8,47,40,20,37.4812338,126.9460684,서울특별시 관악구 청룡2길 1,서울,관악구,봉천동,1,독립 매장,720
백억커피-구로점,"{'lat': '37.4815649', 'lng': '126.90127148'}","['카페/디저트', '포장', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 352, 'image_count': 213, 'reply_count': 3}",4.9,352,213,3,37.4815649,126.9012715,서울특별시 관악구 시흥대로160길 12,서울,관악구,신림동,1,독립 매장,331
딜리어트-집에서 먹는 다이어트식단-신림점,"{'lat': '37.4805244', 'lng': '126.90472835'}","['한식', '포장', '도시락/죽', '중국집', '1인분주문', '야식']","{'average_rating': 4.8, 'count': 24, 'image_count': 22, 'reply_count': 21}",4.8,24,22,21,37.4805244,126.9047284,서울특별시 관악구 조원중앙로 8,서울,관악구,신림동,1,독립 매장,841
볶볶음밥-신림점,"{'lat': '37.4874494', 'lng': '126.93312628'}","['샐러드', '한식', '분식', '야식']","{'average_rating': 4.9, 'count': 31, 'image_count': 17, 'reply_count': 31}",4.9,31,17,31,37.4874494,126.9331263,서울특별시 관악구 봉천로 287,서울,관악구,봉천동,4,대규모 공유주방,791
우기파스타-봉천점,"{'lat': '37.4814092', 'lng': '126.94310598'}","['피자/양식', '샐러드', '카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 61, 'image_count': 70, 'reply_count': 61}",4.9,61,70,61,37.4814092,126.943106,서울특별시 관악구 장군봉1길 56,서울,관악구,봉천동,11,대규모 공유주방,673
후라이드참잘하는집-신림2호점,"{'lat': '37.4776206276642', 'lng': '126.933242853571'}","['야식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.6, 'count': 980, 'image_count': 583, 'reply_count': 192}",4.6,980,583,192,37.47762063,126.9332429,서울특별시 관악구 신림로 251,서울,관악구,신림동,1,독립 매장,173
얃얃닭발-신림점,"{'lat': '37.4856008', 'lng': '126.93880505'}","['찜/탕', '한식', '분식', '포장', '야식']","{'average_rating': 4.8, 'count': 26, 'image_count': 21, 'reply_count': 0}",4.8,26,21,0,37.4856008,126.9388051,서울특별시 관악구 은천로2길 35,서울,관악구,봉천동,1,독립 매장,826
보끔당-서울대입구점,"{'lat': '37.4789334', 'lng': '126.95448516'}","['찜/탕', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 310, 'image_count': 266, 'reply_count': 310}",4.9,310,266,310,37.4789334,126.9544852,서울특별시 관악구 관악로14길 35,서울,관악구,봉천동,1,독립 매장,359
삼합대장-서울대입구역본점,"{'lat': '37.4837611', 'lng': '126.95382872'}","['한식', '고기/구이', '일식/돈까스', '포장']","{'average_rating': 5.0, 'count': 11, 'image_count': 12, 'reply_count': 10}",5,11,12,10,37.4837611,126.9538287,서울특별시 관악구 중앙길 7,서울,관악구,봉천동,2,소규모 샵인샵,949
마니달오프리미엄과일전문-봉천점,"{'lat': '37.4879659', 'lng': '126.9467491'}","['카페/디저트', '야식']","{'average_rating': 4.9, 'count': 59, 'image_count': 52, 'reply_count': 29}",4.9,59,52,29,37.4879659,126.9467491,서울특별시 관악구 양녕로 66,서울,관악구,봉천동,6,대규모 공유주방,683
국민우동,"{'lat': '37.4818981', 'lng': '126.94190655'}","['찜/탕', '한식', '분식', '포장']","{'average_rating': 4.9, 'count': 14, 'image_count': 14, 'reply_count': 1}",4.9,14,14,1,37.4818981,126.9419066,서울특별시 관악구 남부순환로206길 7,서울,관악구,봉천동,2,소규모 샵인샵,922
꽉찬소곱창-서울대입구역점,"{'lat': '37.4805773', 'lng': '126.94742874'}","['찜/탕', '한식', '고기/구이', '야식', '포장', '프랜차이즈']","{'average_rating': 4.5, 'count': 6, 'image_count': 7, 'reply_count': 0}",4.5,6,7,0,37.4805773,126.9474287,서울특별시 관악구 청룡3길 22,서울,관악구,봉천동,9,대규모 공유주방,1009
88냉면육전육회냉면전문-서울대점,"{'lat': '37.4853989', 'lng': '126.95637958'}","['한식', '분식', '포장', '1인분주문', '신규맛집']","{'average_rating': 5.0, 'count': 1, 'image_count': 1, 'reply_count': 0}",5,1,1,0,37.4853989,126.9563796,서울특별시 관악구 관악로 236,서울,관악구,봉천동,5,대규모 공유주방,1131
그램치킨-신림봉천점,"{'lat': '37.4864412', 'lng': '126.93635188'}","['야식', '치킨', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 585, 'image_count': 479, 'reply_count': 122}",4.9,585,479,122,37.4864412,126.9363519,서울 관악구 봉천동 955-8,서울,관악구,봉천동,3,소규모 샵인샵,252
충청집두배로김치찜,"{'lat': '37.4842742', 'lng': '126.94018241'}","['찜/탕', '한식', '고기/구이', '포장', '야식', '1인분주문']","{'average_rating': 4.9, 'count': 155, 'image_count': 140, 'reply_count': 152}",4.9,155,140,152,37.4842742,126.9401824,서울특별시 관악구 봉천로 359,서울,관악구,봉천동,2,소규모 샵인샵,493
저당중화연구소,"{'lat': '37.4833509', 'lng': '126.91869313'}","['중국집', '찜/탕', '아시안', '야식', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4833509,126.9186931,서울특별시 관악구 관천로11길 112,서울,관악구,신림동,3,소규모 샵인샵,1178
1인짜글이끝판왕-본점,"{'lat': '37.479664', 'lng': '126.94729518'}","['찜/탕', '한식', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 68, 'image_count': 49, 'reply_count': 66}",4.9,68,49,66,37.479664,126.9472952,서울특별시 관악구 남부순환로214길 46,서울,관악구,봉천동,4,대규모 공유주방,651
파리바게뜨-신림역점,"{'lat': '37.4836736', 'lng': '126.9294367'}","['카페/디저트', '프랜차이즈', '샌드위치']","{'average_rating': 4.8, 'count': 3336, 'image_count': 2534, 'reply_count': 260}",4.8,3336,2534,260,37.4836736,126.9294367,서울특별시 관악구 신림로 329,서울,관악구,신림동,1,독립 매장,52
연가닭강정-신림점,"{'lat': '37.4846683', 'lng': '126.93117661'}","['치킨', '포장', '야식']","{'average_rating': 4.9, 'count': 14, 'image_count': 15, 'reply_count': 12}",4.9,14,15,12,37.4846683,126.9311766,서울특별시 관악구 남부순환로 1625,서울,관악구,신림동,1,독립 매장,922
서울대고깃집-서울대직영점,"{'lat': '37.4853989', 'lng': '126.95637958'}","['한식', '고기/구이', '포장', '1인분주문', '도시락/죽']","{'average_rating': 5.0, 'count': 282, 'image_count': 236, 'reply_count': 259}",5,282,236,259,37.4853989,126.9563796,서울특별시 관악구 관악로 236,서울,관악구,봉천동,5,대규모 공유주방,378
떡볶이플러스-신대방점,"{'lat': '37.48253579812506', 'lng': '126.91005734534423'}","['분식', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 68, 'image_count': 62, 'reply_count': 0}",5,68,62,0,37.4825358,126.9100573,서울특별시 관악구 조원로14길 27,서울,관악구,신림동,2,소규모 샵인샵,651
오구피자-난곡점,"{'lat': '37.4716142', 'lng': '126.91997461'}","['피자/양식', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 2172, 'image_count': 1180, 'reply_count': 767}",4.8,2172,1180,767,37.4716142,126.9199746,서울특별시 관악구 난곡로 184,서울,관악구,신림동,2,소규모 샵인샵,95
베트남쌀국수몬스터포Pho-관악점,"{'lat': '37.480573', 'lng': '126.95661246'}","['아시안', '포장', '프랜차이즈', '야식', '1인분주문']","{'average_rating': 5.0, 'count': 237, 'image_count': 202, 'reply_count': 211}",5,237,202,211,37.480573,126.9566125,서울특별시 관악구 봉천로 507-30,서울,관악구,봉천동,1,독립 매장,427
할매김치찜&찌개-본점,"{'lat': '37.4859944', 'lng': '126.92117477'}","['찜/탕', '한식', '포장', '야식', '1인분주문']","{'average_rating': 4.9, 'count': 22, 'image_count': 23, 'reply_count': 15}",4.9,22,23,15,37.4859944,126.9211748,서울특별시 관악구 조원로 170,서울,관악구,신림동,8,대규모 공유주방,862
불맛전문관사부간짬뽕-서울대점,"{'lat': '37.4772823', 'lng': '126.95873891'}","['중국집', '고기/구이', '아시안', '포장', '야식']","{'average_rating': 4.8, 'count': 229, 'image_count': 180, 'reply_count': 0}",4.8,229,180,0,37.4772823,126.9587389,서울특별시 관악구 낙성대로 14,서울,관악구,봉천동,1,독립 매장,435
순살순정 아구찜 관악본점,"{'lat': '37.4793042', 'lng': '126.94748446'}","['찜/탕', '한식', '분식', '포장', '야식', '다회용기']","{'average_rating': 4.9, 'count': 43, 'image_count': 51, 'reply_count': 7}",4.9,43,51,7,37.4793042,126.9474845,서울특별시 관악구 쑥고개로 97,서울,관악구,봉천동,2,소규모 샵인샵,737
못골낙곱새,"{'lat': '37.4766192867145', 'lng': '126.963959141937'}","['한식', '포장']","{'average_rating': 4.9, 'count': 125, 'image_count': 107, 'reply_count': 4}",4.9,125,107,4,37.47661929,126.9639591,서울특별시 관악구 남부순환로 1936,서울,관악구,봉천동,1,독립 매장,547
오사카우동-관악점,"{'lat': '37.4791186', 'lng': '126.94646671'}","['한식', '분식', '일식/돈까스', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 42, 'image_count': 34, 'reply_count': 42}",4.9,42,34,42,37.4791186,126.9464667,서울특별시 관악구 쑥고개로 90,서울,관악구,봉천동,1,독립 매장,740
가마로강정-녹두거리점,"{'lat': '37.4685778', 'lng': '126.93775233'}","['분식', '야식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.7, 'count': 29, 'image_count': 26, 'reply_count': 20}",4.7,29,26,20,37.4685778,126.9377523,서울특별시 관악구 대학길 47,서울,관악구,신림동,2,소규모 샵인샵,803
