name,location,vendor_categories,review,average_rating,count,image_count,reply_count,lat,lng,full_address,sido,gu,dong,shared_location_count,store_type,review_rank
계란듬뿍덮밥-본점,"{'lat': '37.479664', 'lng': '126.94729518'}","['한식', '도시락/죽', '포장', '1인분주문']","{'average_rating': 4.8, 'count': 56, 'image_count': 40, 'reply_count': 48}",4.8,56,40,48,37.479664,126.9472952,서울특별시 관악구 남부순환로214길 46,서울,관악구,봉천동,4,대규모 공유주방,693
스타SGT커피-신림점,"{'lat': '37.4854538', 'lng': '126.92651876'}","['한식', '분식', '카페/디저트', '포장']","{'average_rating': 4.6, 'count': 28, 'image_count': 27, 'reply_count': 2}",4.6,28,27,2,37.4854538,126.9265188,서울특별시 관악구 신림동7길 36,서울,관악구,신림동,1,독립 매장,810
치떡순튀,"{'lat': '37.4794155', 'lng': '126.94194469'}","['분식', '치킨', '포장', '야식', '한식', '프랜차이즈']","{'average_rating': 4.9, 'count': 227, 'image_count': 216, 'reply_count': 104}",4.9,227,216,104,37.4794155,126.9419447,서울특별시 관악구 쑥고개로 48,서울,관악구,봉천동,9,대규모 공유주방,437
Top1인안심찹쌀탕수육,"{'lat': '37.489171446961606', 'lng': '126.93022018090883'}","['중국집', '분식', '치킨', '포장']","{'average_rating': 4.8, 'count': 124, 'image_count': 108, 'reply_count': 107}",4.8,124,108,107,37.48917145,126.9302202,서울특별시 관악구 봉천로13길 9,서울,관악구,봉천동,2,소규모 샵인샵,550
비스트로오스틴,"{'lat': '37.4774365', 'lng': '126.96040218'}","['피자/양식', '버거', '포장', '카페/디저트']","{'average_rating': 4.9, 'count': 588, 'image_count': 552, 'reply_count': 45}",4.9,588,552,45,37.4774365,126.9604022,서울특별시 관악구 봉천로 566-1,서울,관악구,봉천동,1,독립 매장,250
곱도리탕전문점-신림본점,"{'lat': '37.4851007', 'lng': '126.93830627'}","['찜/탕', '한식', '고기/구이', '야식', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 325, 'image_count': 278, 'reply_count': 176}",4.9,325,278,176,37.4851007,126.9383063,서울특별시 관악구 봉천로 341,서울,관악구,봉천동,4,대규모 공유주방,349
육식주의고깃집-신림점,"{'lat': '37.4847421', 'lng': '126.93998828'}","['한식', '분식', '고기/구이', '포장', '야식']","{'average_rating': 5.0, 'count': 4, 'image_count': 4, 'reply_count': 4}",5,4,4,4,37.4847421,126.9399883,서울특별시 관악구 봉천로29길 9,서울,관악구,봉천동,4,대규모 공유주방,1046
밥보이즈-신림점,"{'lat': '37.484597', 'lng': '126.92759424'}","['찜/탕', '한식', '야식', '도시락/죽', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 20, 'image_count': 15, 'reply_count': 20}",5,20,15,20,37.484597,126.9275942,서울특별시 관악구 남부순환로 1597-11,서울,관악구,신림동,7,대규모 공유주방,878
육연담다,"{'lat': '37.4866554', 'lng': '126.91316474'}","['한식', '야식', '일식/돈까스', '회/초밥', '포장']","{'average_rating': 4.9, 'count': 385, 'image_count': 353, 'reply_count': 379}",4.9,385,353,379,37.4866554,126.9131647,서울특별시 관악구 신사로 94,서울,관악구,신림동,2,소규모 샵인샵,322
스낵팩멜번-신림점,"{'lat': '37.484901', 'lng': '126.94007535'}","['한식', '고기/구이', '치킨', '포장', '야식']","{'average_rating': 4.9, 'count': 36, 'image_count': 32, 'reply_count': 10}",4.9,36,32,10,37.484901,126.9400754,서울특별시 관악구 은천로8길 28,서울,관악구,봉천동,1,독립 매장,767
폭식당-신림본점,"{'lat': '37.4792089', 'lng': '126.92799463'}","['한식', '포장', '야식']","{'average_rating': 5.0, 'count': 35, 'image_count': 52, 'reply_count': 35}",5,35,52,35,37.4792089,126.9279946,서울특별시 관악구 문성로 218,서울,관악구,신림동,1,독립 매장,775
제주도야지갈비찜,"{'lat': '37.4791602', 'lng': '126.92958616'}","['찜/탕', '한식', '고기/구이', '야식', '1인분주문']","{'average_rating': 4.8, 'count': 204, 'image_count': 154, 'reply_count': 180}",4.8,204,154,180,37.4791602,126.9295862,서울특별시 관악구 문성로 233,서울,관악구,신림동,3,소규모 샵인샵,454
과일청년-본점,"{'lat': '37.4866916792836', 'lng': '126.928169123727'}","['샐러드', '야식', '포장', '카페/디저트']","{'average_rating': 4.9, 'count': 838, 'image_count': 627, 'reply_count': 630}",4.9,838,627,630,37.48669168,126.9281691,서울특별시 관악구 신림동1길 16,서울,관악구,신림동,1,독립 매장,200
화락바베큐치킨-신림스타점,"{'lat': '37.485897', 'lng': '126.93839049'}","['치킨', '포장', '고기/구이', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 3, 'image_count': 2, 'reply_count': 0}",5,3,2,0,37.485897,126.9383905,서울특별시 관악구 은천로 28,서울,관악구,봉천동,7,대규모 공유주방,1072
밥시그널-신림점,"{'lat': '37.486915', 'lng': '126.92595687'}","['찜/탕', '한식', '프랜차이즈', '도시락/죽', '야식', '포장', '신규맛집']","{'average_rating': 5.0, 'count': 3, 'image_count': 2, 'reply_count': 1}",5,3,2,1,37.486915,126.9259569,서울특별시 관악구 신림동길 25,서울,관악구,신림동,4,대규모 공유주방,1072
도우라이크피자-신림봉천점,"{'lat': '37.478710661557386', 'lng': '126.94186041361303'}","['피자/양식', '야식', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 8285, 'image_count': 7549, 'reply_count': 6918}",4.9,8285,7549,6918,37.47871066,126.9418604,서울특별시 관악구 참숯1길 19,서울,관악구,봉천동,1,독립 매장,11
육회2990-관악점,"{'lat': '37.4794481', 'lng': '126.94236749'}","['한식', '야식', '포장', '고기/구이', '회/초밥']","{'average_rating': 4.9, 'count': 242, 'image_count': 206, 'reply_count': 212}",4.9,242,206,212,37.4794481,126.9423675,서울특별시 관악구 쑥고개로 52,서울,관악구,봉천동,1,독립 매장,423
모두의죽-신림점,"{'lat': '37.4859944', 'lng': '126.92117477'}","['한식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 316, 'image_count': 271, 'reply_count': 315}",4.9,316,271,315,37.4859944,126.9211748,서울특별시 관악구 조원로 170,서울,관악구,신림동,8,대규모 공유주방,357
튀김명인 최영일 닭강정&새우강정-관악직영점,"{'lat': '37.483194516786824', 'lng': '126.94515672134224'}","['분식', '야식', '도시락/죽', '치킨', '포장']","{'average_rating': 4.8, 'count': 208, 'image_count': 168, 'reply_count': 142}",4.8,208,168,142,37.48319452,126.9451567,서울특별시 관악구 봉천로 407,서울,관악구,봉천동,8,대규모 공유주방,449
안심탕수육,"{'lat': '37.4686624', 'lng': '126.93886341'}","['중국집', '분식', '야식', '포장']","{'average_rating': 4.7, 'count': 2936, 'image_count': 1836, 'reply_count': 8}",4.7,2936,1836,8,37.4686624,126.9388634,서울특별시 관악구 신림로11길 41,서울,관악구,신림동,5,대규모 공유주방,68
구슬구슬-신림점,"{'lat': '37.485065', 'lng': '126.92986437'}","['카페/디저트', '포장', '프랜차이즈']","{'average_rating': 4.3, 'count': 4, 'image_count': 6, 'reply_count': 0}",4.3,4,6,0,37.485065,126.9298644,서울특별시 관악구 신림로 344,서울,관악구,신림동,2,소규모 샵인샵,1046
금동이네보쌈의명가,"{'lat': '37.4845236', 'lng': '126.91274575'}","['한식', '고기/구이', '족발/보쌈', '포장']","{'average_rating': 5.0, 'count': 520, 'image_count': 529, 'reply_count': 164}",5,520,529,164,37.4845236,126.9127458,서울특별시 관악구 조원로 94,서울,관악구,신림동,1,독립 매장,273
갱상도파절이대패삼겹-신림점,"{'lat': '37.4868663', 'lng': '126.93873133'}","['한식', '고기/구이', '도시락/죽', '포장', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 473, 'image_count': 403, 'reply_count': 0}",5,473,403,0,37.4868663,126.9387313,서울 관악구 봉천동 953-10,서울,관악구,봉천동,3,소규모 샵인샵,292
순수타코야끼&닭강정-신림점,"{'lat': '37.4873878', 'lng': '126.92826255'}","['분식', '카페/디저트', '일식/돈까스', '야식', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 130, 'image_count': 117, 'reply_count': 121}",4.8,130,117,121,37.4873878,126.9282626,서울특별시 관악구 신림동길 3-1,서울,관악구,신림동,2,소규모 샵인샵,539
임효성Top모밀&돈까스,"{'lat': '37.489193', 'lng': '126.93024395'}","['한식', '분식', '일식/돈까스', '포장', '1인분주문']","{'average_rating': 4.8, 'count': 250, 'image_count': 199, 'reply_count': 121}",4.8,250,199,121,37.489193,126.930244,서울특별시 관악구 봉천로13길 9,서울,관악구,봉천동,10,대규모 공유주방,411
남촌김치찜&김치찌개,"{'lat': '37.4814757', 'lng': '126.90581434'}","['찜/탕', '한식', '포장']","{'average_rating': 4.9, 'count': 151, 'image_count': 119, 'reply_count': 132}",4.9,151,119,132,37.4814757,126.9058143,서울특별시 관악구 조원중앙로 22,서울,관악구,신림동,1,독립 매장,500
굽네치킨&피자-서림점,"{'lat': '37.4748324', 'lng': '126.93782432'}","['피자/양식', '프랜차이즈', '치킨', '포장', '야식']","{'average_rating': 4.7, 'count': 10773, 'image_count': 7345, 'reply_count': 5305}",4.7,10773,7345,5305,37.4748324,126.9378243,서울특별시 관악구 서림길 28,서울,관악구,신림동,1,독립 매장,7
엄마밥-신림점,"{'lat': '37.4823105', 'lng': '126.92042228'}","['한식', '포장', '야식', '신규맛집']","{'average_rating': 5.0, 'count': 4, 'image_count': 5, 'reply_count': 0}",5,4,5,0,37.4823105,126.9204223,서울특별시 관악구 남부순환로172길 98,서울,관악구,신림동,1,독립 매장,1046
국민우유집&카페숍-신림직영점,"{'lat': '37.4838245', 'lng': '126.92805967'}","['카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 99, 'image_count': 71, 'reply_count': 0}",4.9,99,71,0,37.4838245,126.9280597,서울특별시 관악구 남부순환로 1596,서울,관악구,신림동,1,독립 매장,586
튀긴치킨싫어서구운치킨만파는집-신림스타점,"{'lat': '37.485897', 'lng': '126.93839049'}","['고기/구이', '치킨', '분식', '야식', '포장', '1인분주문']","{'average_rating': 4.4, 'count': 18, 'image_count': 13, 'reply_count': 1}",4.4,18,13,1,37.485897,126.9383905,서울특별시 관악구 은천로 28,서울,관악구,봉천동,7,대규모 공유주방,894
감성낙곱새-관악신림점,"{'lat': '37.4871239', 'lng': '126.92836606'}","['한식', '포장', '프랜차이즈', '1인분주문', '신규맛집']","{'average_rating': 5.0, 'count': 4, 'image_count': 2, 'reply_count': 4}",5,4,2,4,37.4871239,126.9283661,서울특별시 관악구 신림동1길 7,서울,관악구,신림동,8,대규모 공유주방,1046
하이마라마라탕&마라샹궈-신림직영점,"{'lat': '37.4804059', 'lng': '126.91282657'}","['중국집', '야식', '찜/탕', '아시안', '포장']","{'average_rating': 4.8, 'count': 97, 'image_count': 90, 'reply_count': 79}",4.8,97,90,79,37.4804059,126.9128266,서울특별시 관악구 남부순환로144길 19,서울,관악구,신림동,1,독립 매장,592
진교동찜닭-관악점,"{'lat': '37.4865123', 'lng': '126.9416755'}","['찜/탕', '한식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 661, 'image_count': 583, 'reply_count': 642}",4.9,661,583,642,37.4865123,126.9416755,서울특별시 관악구 국회단지2길 40,서울,관악구,봉천동,5,대규모 공유주방,232
샤르르우유빙수신림점,"{'lat': '37.4806601', 'lng': '126.94641253'}","['카페/디저트', '포장', '야식']","{'average_rating': 4.8, 'count': 60, 'image_count': 59, 'reply_count': 0}",4.8,60,59,0,37.4806601,126.9464125,서울특별시 관악구 청룡5길 3,서울,관악구,봉천동,1,독립 매장,678
김하돌 김치찜하는돌아이-관악본점,"{'lat': '37.489193', 'lng': '126.93024395'}","['찜/탕', '한식', '포장', '야식']","{'average_rating': 5.0, 'count': 367, 'image_count': 283, 'reply_count': 366}",5,367,283,366,37.489193,126.930244,서울특별시 관악구 봉천로13길 9,서울,관악구,봉천동,10,대규모 공유주방,328
곱창119-신림점,"{'lat': '37.4859563', 'lng': '126.92626755'}","['찜/탕', '한식', '고기/구이', '포장']","{'average_rating': 5.0, 'count': 21, 'image_count': 13, 'reply_count': 5}",5,21,13,5,37.4859563,126.9262676,서울특별시 관악구 신림동7길 24,서울,관악구,신림동,1,독립 매장,871
프랭크버거-서원역점,"{'lat': '37.4778349', 'lng': '126.93255474'}","['버거', '포장', '프랜차이즈']","{'average_rating': 4.2, 'count': 120, 'image_count': 94, 'reply_count': 5}",4.2,120,94,5,37.4778349,126.9325547,서울특별시 관악구 신림로 257,서울,관악구,신림동,1,독립 매장,555
찜고집파스타,"{'lat': '37.4683082', 'lng': '126.93206377'}","['피자/양식', '고기/구이', '야식', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 2768, 'image_count': 2450, 'reply_count': 2761}",4.9,2768,2450,2761,37.4683082,126.9320638,서울특별시 관악구 호암로 567-1,서울,관악구,신림동,3,소규모 샵인샵,73
꾸이꾸이숯불두마리치킨,"{'lat': '37.4872083', 'lng': '126.94799688'}","['한식', '도시락/죽', '치킨', '포장', '야식']","{'average_rating': 5.0, 'count': 2716, 'image_count': 2307, 'reply_count': 2710}",5,2716,2307,2710,37.4872083,126.9479969,서울특별시 관악구 은천로23길 10,서울,관악구,봉천동,1,독립 매장,77
오사카타코야키&오코노미야끼-봉천본점,"{'lat': '37.485594', 'lng': '126.95558745'}","['분식', '치킨', '포장', '야식', '신규맛집']","{'average_rating': 5.0, 'count': 3, 'image_count': 6, 'reply_count': 3}",5,3,6,3,37.485594,126.9555875,서울특별시 관악구 은천로 184,서울,관악구,봉천동,2,소규모 샵인샵,1072
이집닭강정잘하네-신림점,"{'lat': '37.4858919', 'lng': '126.92763607'}","['치킨', '포장', '1인분주문', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 147, 'image_count': 106, 'reply_count': 6}",5,147,106,6,37.4858919,126.9276361,서울특별시 관악구 신림동5길 31,서울,관악구,신림동,1,독립 매장,506
짜글이용사성공담-관악점,"{'lat': '37.4881203', 'lng': '126.9255175'}","['찜/탕', '한식', '도시락/죽', '포장', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 47, 'image_count': 31, 'reply_count': 47}",4.9,47,31,47,37.4881203,126.9255175,서울특별시 관악구 봉천로6길 36,서울,관악구,신림동,6,대규모 공유주방,720
모쿠816cafe-신림점,"{'lat': '37.4806889474198', 'lng': '126.946451608055'}","['포장', '카페/디저트', '야식', '샌드위치', '프랜차이즈']","{'average_rating': 4.8, 'count': 218, 'image_count': 188, 'reply_count': 98}",4.8,218,188,98,37.48068895,126.9464516,서울특별시 관악구 청룡5길 3,서울,관악구,봉천동,1,독립 매장,445
호식이두마리치킨-청룡점,"{'lat': '37.4800031', 'lng': '126.94590971'}","['프랜차이즈', '치킨', '포장', '야식']","{'average_rating': 4.9, 'count': 10993, 'image_count': 9725, 'reply_count': 10616}",4.9,10993,9725,10616,37.4800031,126.9459097,서울특별시 관악구 청룡길 40,서울,관악구,봉천동,2,소규모 샵인샵,6
양지순천집백순대&오볶,"{'lat': '37.4824902603777', 'lng': '126.926623273953'}","['한식', '야식', '고기/구이', '포장']","{'average_rating': 4.8, 'count': 2073, 'image_count': 1551, 'reply_count': 102}",4.8,2073,1551,102,37.48249026,126.9266233,서울특별시 관악구 신원로3길 40,서울,관악구,신림동,1,독립 매장,99
불맛나는낙지세상,"{'lat': '37.4797711537112', 'lng': '126.911739259336'}","['한식', '야식', '고기/구이', '찜/탕']","{'average_rating': 4.7, 'count': 379, 'image_count': 343, 'reply_count': 143}",4.7,379,343,143,37.47977115,126.9117393,서울특별시 관악구 남부순환로142길 31,서울,관악구,신림동,4,대규모 공유주방,325
탐나종합어시장-난곡사거리점,"{'lat': '37.4822315318372', 'lng': '126.915112705623'}","['포장', '일식/돈까스', '회/초밥']","{'average_rating': 4.9, 'count': 2374, 'image_count': 2174, 'reply_count': 2232}",4.9,2374,2174,2232,37.48223153,126.9151127,서울특별시 관악구 남부순환로 1481,서울,관악구,신림동,1,독립 매장,84
파스텔라-신림점,"{'lat': '37.4839342', 'lng': '126.93936786'}","['피자/양식', '분식', '고기/구이', '포장', '야식', '1인분주문', '신규맛집']","{'average_rating': 4.7, 'count': 15, 'image_count': 15, 'reply_count': 15}",4.7,15,15,15,37.4839342,126.9393679,서울특별시 관악구 봉천로 356,서울,관악구,봉천동,6,대규모 공유주방,915
푸줏간 숙성돼지 김치찜-관악직영점,"{'lat': '37.483194516786824', 'lng': '126.94515672134224'}","['찜/탕', '한식', '야식', '포장']","{'average_rating': 4.9, 'count': 65, 'image_count': 46, 'reply_count': 56}",4.9,65,46,56,37.48319452,126.9451567,서울특별시 관악구 봉천로 407,서울,관악구,봉천동,8,대규모 공유주방,663
마라영웅마라탕&마라샹궈-봉천점,"{'lat': '37.478144466165276', 'lng': '126.94139102703542'}","['중국집', '아시안', '찜/탕', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 2941, 'image_count': 2594, 'reply_count': 1301}",4.9,2941,2594,1301,37.47814447,126.941391,서울특별시 관악구 참숯1길 19,서울,관악구,봉천동,1,독립 매장,66
돈까스브로스-관악점,"{'lat': '37.4767357', 'lng': '126.95418767'}","['한식', '일식/돈까스', '야식', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 584, 'image_count': 477, 'reply_count': 296}",4.8,584,477,296,37.4767357,126.9541877,서울특별시 관악구 남부순환로228길 69,서울,관악구,봉천동,3,소규모 샵인샵,253
교촌치킨-봉천4호점,"{'lat': '37.483313', 'lng': '126.9412329'}","['프랜차이즈', '치킨']","{'average_rating': 4.7, 'count': 3174, 'image_count': 2119, 'reply_count': 1942}",4.7,3174,2119,1942,37.483313,126.9412329,서울특별시 관악구 봉천로 374,서울,관악구,봉천동,1,독립 매장,57
캔플러스Coffee&Dessert-신림점,"{'lat': '37.4883011', 'lng': '126.92709586'}","['샐러드', '분식', '카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 151, 'image_count': 101, 'reply_count': 0}",4.9,151,101,0,37.4883011,126.9270959,서울특별시 관악구 봉천로8길 25,서울,관악구,신림동,2,소규모 샵인샵,500
감쪽같이-조원본점,"{'lat': '37.4827014445571', 'lng': '126.911379182179'}","['한식', '고기/구이', '찜/탕', '야식', '포장']","{'average_rating': 4.8, 'count': 1941, 'image_count': 1269, 'reply_count': 1672}",4.8,1941,1269,1672,37.48270144,126.9113792,서울특별시 관악구 조원로16길 33,서울,관악구,신림동,1,독립 매장,105
대한냉면-관악점,"{'lat': '37.4798287', 'lng': '126.95756445'}","['한식', '분식', '일식/돈까스', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 2887, 'image_count': 2509, 'reply_count': 1385}",4.9,2887,2509,1385,37.4798287,126.9575645,서울특별시 관악구 남부순환로 1869,서울,관악구,봉천동,1,독립 매장,70
동대문엽기떡볶이-신대방역점,"{'lat': '37.4859135', 'lng': '126.9134476'}","['분식', '프랜차이즈']","{'average_rating': 4.8, 'count': 583, 'image_count': 455, 'reply_count': 41}",4.8,583,455,41,37.4859135,126.9134476,서울특별시 관악구 난곡로 357,서울,관악구,신림동,2,소규모 샵인샵,255
호식이두마리치킨-보라매점,"{'lat': '37.4895595', 'lng': '126.92877103'}","['프랜차이즈', '치킨', '포장']","{'average_rating': 4.9, 'count': 245, 'image_count': 227, 'reply_count': 243}",4.9,245,227,243,37.4895595,126.928771,서울특별시 관악구 당곡길 5,서울,관악구,봉천동,1,독립 매장,416
정성비빔밥-신림점,"{'lat': '37.486915', 'lng': '126.92595687'}","['찜/탕', '한식', '프랜차이즈', '도시락/죽', '야식', '포장', '신규맛집']","{'average_rating': 4.8, 'count': 6, 'image_count': 4, 'reply_count': 4}",4.8,6,4,4,37.486915,126.9259569,서울특별시 관악구 신림동길 25,서울,관악구,신림동,4,대규모 공유주방,1009
고깃집철판볶음밥-신림점,"{'lat': '37.4847421', 'lng': '126.93998828'}","['한식', '분식', '고기/구이', '포장', '야식']","{'average_rating': 5.0, 'count': 105, 'image_count': 74, 'reply_count': 105}",5,105,74,105,37.4847421,126.9399883,서울특별시 관악구 봉천로29길 9,서울,관악구,봉천동,4,대규모 공유주방,577
이불속닭도리탕,"{'lat': '37.484597', 'lng': '126.92759424'}","['찜/탕', '한식', '치킨', '포장', '야식', '신규맛집']","{'average_rating': 5.0, 'count': 1, 'image_count': 1, 'reply_count': 0}",5,1,1,0,37.484597,126.9275942,서울특별시 관악구 남부순환로 1597-11,서울,관악구,신림동,7,대규모 공유주방,1131
삼과일-본점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['카페/디저트', '포장', '샐러드', '야식', '샌드위치']","{'average_rating': 4.9, 'count': 19, 'image_count': 12, 'reply_count': 18}",4.9,19,12,18,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,886
고추장찌개자신있는집-신림점,"{'lat': '37.4851285', 'lng': '126.93824039'}","['찜/탕', '한식', '야식', '도시락/죽', '포장']","{'average_rating': 5.0, 'count': 1194, 'image_count': 837, 'reply_count': 454}",5,1194,837,454,37.4851285,126.9382404,서울특별시 관악구 봉천로 339,서울,관악구,봉천동,1,독립 매장,150
삼합1인도시락,"{'lat': '37.4837611', 'lng': '126.95382872'}","['한식', '족발/보쌈', '도시락/죽', '포장']","{'average_rating': 4.9, 'count': 71, 'image_count': 57, 'reply_count': 71}",4.9,71,57,71,37.4837611,126.9538287,서울특별시 관악구 중앙길 7,서울,관악구,봉천동,2,소규모 샵인샵,646
오늘덮밥-신림점,"{'lat': '37.4874494', 'lng': '126.93312628'}","['샐러드', '한식', '야식', '도시락/죽']","{'average_rating': 5.0, 'count': 13, 'image_count': 11, 'reply_count': 13}",5,13,11,13,37.4874494,126.9331263,서울특별시 관악구 봉천로 287,서울,관악구,봉천동,4,대규모 공유주방,933
숙성고기육칠이-봉천점,"{'lat': '37.4866282781371', 'lng': '126.94448980015'}","['한식', '고기/구이', '포장', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 205, 'image_count': 172, 'reply_count': 111}",5,205,172,111,37.48662828,126.9444898,서울특별시 관악구 은천로 84,서울,관악구,봉천동,1,독립 매장,452
육회바른연어-봉천점,"{'lat': '37.4865536', 'lng': '126.94893011'}","['포장', '한식', '일식/돈까스', '야식', '회/초밥', '프랜차이즈']","{'average_rating': 4.9, 'count': 5549, 'image_count': 5135, 'reply_count': 177}",4.9,5549,5135,177,37.4865536,126.9489301,서울특별시 관악구 은천로 124,서울,관악구,봉천동,1,독립 매장,25
두찜-관악신림점,"{'lat': '37.4664244', 'lng': '126.93679148'}","['찜/탕', '한식', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 523, 'image_count': 464, 'reply_count': 145}",4.9,523,464,145,37.4664244,126.9367915,서울특별시 관악구 대학14길 18,서울,관악구,신림동,1,독립 매장,270
전통숙성황실김치찜&찌개-봉천점,"{'lat': '37.4797687', 'lng': '126.95751774'}","['찜/탕', '한식', '고기/구이', '포장', '야식', '프랜차이즈', '신규맛집']","{'average_rating': 4.7, 'count': 11, 'image_count': 10, 'reply_count': 1}",4.7,11,10,1,37.4797687,126.9575177,서울특별시 관악구 남부순환로 1869,서울,관악구,봉천동,10,대규모 공유주방,949
꽉찬소곱창-본점,"{'lat': '37.4805773', 'lng': '126.94742874'}","['포장', '한식', '야식', '고기/구이', '프랜차이즈']","{'average_rating': 4.9, 'count': 986, 'image_count': 985, 'reply_count': 33}",4.9,986,985,33,37.4805773,126.9474287,서울특별시 관악구 청룡3길 22,서울,관악구,봉천동,9,대규모 공유주방,172
버거스올마이티-봉천점,"{'lat': '37.482488', 'lng': '126.94082365'}","['피자/양식', '버거', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 154, 'image_count': 117, 'reply_count': 21}",4.9,154,117,21,37.482488,126.9408237,서울특별시 관악구 남부순환로 1718,서울,관악구,봉천동,1,독립 매장,495
김치찜참잘하는집-관악점,"{'lat': '37.4842091', 'lng': '126.94031621'}","['찜/탕', '한식', '고기/구이', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 714, 'image_count': 641, 'reply_count': 713}",4.9,714,641,713,37.4842091,126.9403162,서울특별시 관악구 봉천로 361,서울,관악구,봉천동,3,소규모 샵인샵,224
국제통닭-신림점,"{'lat': '37.4853218', 'lng': '126.93356031'}","['야식', '치킨', '포장', '1인분주문', '프랜차이즈']","{'average_rating': 4.5, 'count': 10, 'image_count': 8, 'reply_count': 0}",4.5,10,8,0,37.4853218,126.9335603,서울특별시 관악구 남부순환로187길 10,서울,관악구,신림동,2,소규모 샵인샵,964
뚜레쥬르-신대방역점,"{'lat': '37.4857411028096', 'lng': '126.913546177466'}","['카페/디저트', '프랜차이즈', '포장', '샌드위치']","{'average_rating': 4.8, 'count': 584, 'image_count': 518, 'reply_count': 0}",4.8,584,518,0,37.4857411,126.9135462,서울특별시 관악구 난곡로 355-1,서울,관악구,신림동,1,독립 매장,253
난바우동-신림점,"{'lat': '37.4864785', 'lng': '126.92226258'}","['한식', '분식', '일식/돈까스', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 19, 'image_count': 16, 'reply_count': 18}",4.9,19,16,18,37.4864785,126.9222626,서울특별시 관악구 조원로 181,서울,관악구,신림동,2,소규모 샵인샵,886
마라섬마라탕&딤섬-신림점,"{'lat': '37.4861106', 'lng': '126.92968339'}","['중국집', '아시안', '포장', '프랜차이즈', '신규맛집']","{'average_rating': 5.0, 'count': 12, 'image_count': 11, 'reply_count': 11}",5,12,11,11,37.4861106,126.9296834,서울특별시 관악구 신림로 356,서울,관악구,신림동,1,독립 매장,943
전주밥상한식전문점,"{'lat': '37.4811059', 'lng': '126.94706859'}","['한식', '고기/구이', '도시락/죽', '야식', '1인분주문', '포장']","{'average_rating': 5.0, 'count': 561, 'image_count': 459, 'reply_count': 341}",5,561,459,341,37.4811059,126.9470686,서울특별시 관악구 청룡1길 16,서울,관악구,봉천동,2,소규모 샵인샵,261
보드람치킨-난곡점,"{'lat': '37.483969', 'lng': '126.91396465'}","['분식', '치킨', '야식', '프랜차이즈']","{'average_rating': 4.8, 'count': 109, 'image_count': 87, 'reply_count': 0}",4.8,109,87,0,37.483969,126.9139647,서울특별시 관악구 난곡로 335,서울,관악구,신림동,1,독립 매장,569
원데이피자,"{'lat': '37.4841496', 'lng': '126.94135821'}","['피자/양식', '포장', '야식']","{'average_rating': 5.0, 'count': 24, 'image_count': 27, 'reply_count': 24}",5,24,27,24,37.4841496,126.9413582,서울특별시 관악구 봉천로31길 9,서울,관악구,봉천동,1,독립 매장,841
양평해장국&왕뼈감자탕,"{'lat': '37.4835471', 'lng': '126.94638764'}","['찜/탕', '한식', '고기/구이', '포장']","{'average_rating': 4.9, 'count': 301, 'image_count': 224, 'reply_count': 299}",4.9,301,224,299,37.4835471,126.9463876,서울특별시 관악구 양녕로 15,서울,관악구,봉천동,1,독립 매장,364
디저트프룻,"{'lat': '37.4857542', 'lng': '126.9274897'}","['카페/디저트', '야식', '샌드위치', '포장']","{'average_rating': 4.9, 'count': 132, 'image_count': 86, 'reply_count': 67}",4.9,132,86,67,37.4857542,126.9274897,서울특별시 관악구 신림동5길 34,서울,관악구,신림동,1,독립 매장,531
오리에올인-본점,"{'lat': '37.484532', 'lng': '126.93968267'}","['찜/탕', '고기/구이', '족발/보쌈', '야식', '포장']","{'average_rating': 4.9, 'count': 71, 'image_count': 61, 'reply_count': 57}",4.9,71,61,57,37.484532,126.9396827,서울특별시 관악구 봉천로 353-1,서울,관악구,봉천동,6,대규모 공유주방,646
