name,location,vendor_categories,review,average_rating,count,image_count,reply_count,lat,lng
국보급냉면-신림직영점,"{'lat': '37.4902636', 'lng': '126.92915955'}","['아시안', '한식', '포장']","{'average_rating': 5.0, 'count': 200, 'image_count': 207, 'reply_count': 0}",5.0,200.0,207.0,0.0,37.4902636,126.92915955
짬뽕 하나만 제대로 하는 집-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['중국집', '포장']","{'average_rating': 4.8, 'count': 163, 'image_count': 129, 'reply_count': 0}",4.8,163.0,129.0,0.0,37.4844866,126.93582351
닭다리순살하나만제대로하는집-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['분식', '야식', '치킨', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 128, 'image_count': 108, 'reply_count': 0}",5.0,128.0,108.0,0.0,37.4844866,126.93582351
뽁냥덮냥볶음밥&덮밥-신림점,"{'lat': '37.484597', 'lng': '126.92759424'}","['야식', '포장', '고기/구이', '도시락/죽', '프랜차이즈', '1인분주문']","{'average_rating': 5.0, 'count': 143, 'image_count': 121, 'reply_count': 141}",5.0,143.0,121.0,141.0,37.484597,126.92759424
전통국밥-본점,"{'lat': '37.4859944', 'lng': '126.92117477'}","['찜/탕', '한식', '포장', '야식', '고기/구이']","{'average_rating': 4.8, 'count': 65, 'image_count': 56, 'reply_count': 58}",4.8,65.0,56.0,58.0,37.4859944,126.92117477
빙수도사,"{'lat': '37.4864143', 'lng': '126.95055895'}","['카페/디저트', '야식', '피자/양식', '샐러드', '포장']","{'average_rating': 4.9, 'count': 956, 'image_count': 821, 'reply_count': 0}",4.9,956.0,821.0,0.0,37.4864143,126.95055895
피자는치즈빨-동작점,"{'lat': '37.4986215', 'lng': '126.93180543'}","['피자/양식', '치킨', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 147, 'image_count': 140, 'reply_count': 147}",5.0,147.0,140.0,147.0,37.4986215,126.93180543
두찜-관악신림역점,"{'lat': '37.4791565', 'lng': '126.92756133'}","['찜/탕', '한식', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 269, 'image_count': 244, 'reply_count': 248}",5.0,269.0,244.0,248.0,37.4791565,126.92756133
정량초과치킨-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['분식', '야식', '치킨', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 191, 'image_count': 156, 'reply_count': 0}",4.9,191.0,156.0,0.0,37.4844866,126.93582351
찌개회관-신림점,"{'lat': '37.486915', 'lng': '126.92595687'}","['찜/탕', '한식', '프랜차이즈', '도시락/죽', '야식', '포장', '신규맛집']","{'average_rating': 5.0, 'count': 5, 'image_count': 1, 'reply_count': 1}",5.0,5.0,1.0,1.0,37.486915,126.92595687
배떡-신림점,"{'lat': '37.4686624', 'lng': '126.93886341'}","['분식', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 126, 'image_count': 101, 'reply_count': 1}",4.9,126.0,101.0,1.0,37.4686624,126.93886341
와이스테이크&와인,"{'lat': '37.4839342', 'lng': '126.93936786'}","['피자/양식', '분식', '고기/구이', '포장', '야식', '1인분주문', '신규맛집']","{'average_rating': 5.0, 'count': 4, 'image_count': 5, 'reply_count': 4}",5.0,4.0,5.0,4.0,37.4839342,126.93936786
도깨비족발-신림점,"{'lat': '37.4816434', 'lng': '126.94488505'}","['족발/보쌈', '고기/구이', '한식', '야식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 469, 'image_count': 468, 'reply_count': 0}",4.9,469.0,468.0,0.0,37.4816434,126.94488505
포타임쌀국수-서울대입구역점,"{'lat': '37.4826851', 'lng': '126.95631086'}","['아시안', '한식', '분식', '야식', '포장']","{'average_rating': 4.9, 'count': 57, 'image_count': 48, 'reply_count': 41}",4.9,57.0,48.0,41.0,37.4826851,126.95631086
밀크컨셉아이스크림-봉천점,"{'lat': '37.4908566', 'lng': '126.9277931'}","['샐러드', '카페/디저트', '야식', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 232, 'image_count': 197, 'reply_count': 210}",5.0,232.0,197.0,210.0,37.4908566,126.9277931
냉사부냉면전문점-신림점,"{'lat': '37.4811191', 'lng': '126.92752263'}","['한식', '분식', '포장', '야식']","{'average_rating': 4.7, 'count': 45, 'image_count': 34, 'reply_count': 29}",4.7,45.0,34.0,29.0,37.4811191,126.92752263
덕금도원바베큐치킨-서울본점,"{'lat': '37.4859112', 'lng': '126.93665272'}","['고기/구이', '치킨', '야식']","{'average_rating': 5.0, 'count': 208, 'image_count': 174, 'reply_count': 207}",5.0,208.0,174.0,207.0,37.4859112,126.93665272
불맛나곱창막창,"{'lat': '37.4897297', 'lng': '126.92827779'}","['한식', '야식', '고기/구이', '포장']","{'average_rating': 4.9, 'count': 3733, 'image_count': 3551, 'reply_count': 1666}",4.9,3733.0,3551.0,1666.0,37.4897297,126.92827779
해장왕짬뽕국물에인생거는집-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['중국집', '포장', '야식']","{'average_rating': 4.5, 'count': 80, 'image_count': 66, 'reply_count': 0}",4.5,80.0,66.0,0.0,37.4844866,126.93582351
명품임실치즈피자-구로본점,"{'lat': '37.480235810770786', 'lng': '126.89674830865826'}","['피자/양식', '야식', '치킨', '포장']","{'average_rating': 4.8, 'count': 6058, 'image_count': 4278, 'reply_count': 3073}",4.8,6058.0,4278.0,3073.0,37.480235810770786,126.89674830865826
온육집-신림봉천점,"{'lat': '37.4863965', 'lng': '126.93919208'}","['한식', '고기/구이', '포장', '프랜차이즈', '도시락/죽']","{'average_rating': 5.0, 'count': 603, 'image_count': 593, 'reply_count': 462}",5.0,603.0,593.0,462.0,37.4863965,126.93919208
우수갈비찜-관악점,"{'lat': '37.4814092', 'lng': '126.94310598'}","['찜/탕', '한식', '고기/구이', '포장']","{'average_rating': 5.0, 'count': 7, 'image_count': 4, 'reply_count': 6}",5.0,7.0,4.0,6.0,37.4814092,126.94310598
씽씽닭꼬치-신대방역점,"{'lat': '37.4850889', 'lng': '126.91486257'}","['아시안', '고기/구이', '일식/돈까스', '야식', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 80, 'image_count': 63, 'reply_count': 27}",4.8,80.0,63.0,27.0,37.4850889,126.91486257
유캔스시,"{'lat': '37.483488', 'lng': '126.94499525'}","['일식/돈까스', '회/초밥', '포장', '신규맛집']","{'average_rating': 5.0, 'count': 10, 'image_count': 7, 'reply_count': 10}",5.0,10.0,7.0,10.0,37.483488,126.94499525
후라이드의신-본점,"{'lat': '37.4791757', 'lng': '126.92581883'}","['치킨', '포장', '야식', '신규맛집']","{'average_rating': 5.0, 'count': 30, 'image_count': 33, 'reply_count': 21}",5.0,30.0,33.0,21.0,37.4791757,126.92581883
데일리프룻-상도점,"{'lat': '37.4975322', 'lng': '126.94187446'}","['샐러드', '카페/디저트', '도시락/죽', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 90, 'image_count': 85, 'reply_count': 90}",4.9,90.0,85.0,90.0,37.4975322,126.94187446
히어로카츠&소바,"{'lat': '37.489193', 'lng': '126.93024395'}","['한식', '분식', '일식/돈까스', '포장']","{'average_rating': 4.7, 'count': 66, 'image_count': 63, 'reply_count': 19}",4.7,66.0,63.0,19.0,37.489193,126.93024395
김치찜에진심,"{'lat': '37.486522', 'lng': '126.93512609'}","['찜/탕', '한식', '야식', '포장']","{'average_rating': 5.0, 'count': 3201, 'image_count': 2639, 'reply_count': 2699}",5.0,3201.0,2639.0,2699.0,37.486522,126.93512609
리프버거서울1호-신림역점,"{'lat': '37.4869763', 'lng': '126.92933423'}","['샐러드', '버거', '치킨', '포장', '야식']","{'average_rating': 5.0, 'count': 14, 'image_count': 15, 'reply_count': 14}",5.0,14.0,15.0,14.0,37.4869763,126.92933423
노랑통닭-신림점,"{'lat': '37.4791586', 'lng': '126.93263536'}","['프랜차이즈', '치킨', '포장']","{'average_rating': 4.8, 'count': 282, 'image_count': 233, 'reply_count': 34}",4.8,282.0,233.0,34.0,37.4791586,126.93263536
강제로시작한떡볶이-신림점,"{'lat': '37.4856107', 'lng': '126.93201682'}","['분식', '프랜차이즈', '야식', '포장', '한식', '치킨']","{'average_rating': 4.9, 'count': 327, 'image_count': 291, 'reply_count': 289}",4.9,327.0,291.0,289.0,37.4856107,126.93201682
컵밥왔숑-관악본점,"{'lat': '37.4862893', 'lng': '126.94041528'}","['한식', '고기/구이', '도시락/죽', '포장', '1인분주문']","{'average_rating': 4.7, 'count': 78, 'image_count': 70, 'reply_count': 40}",4.7,78.0,70.0,40.0,37.4862893,126.94041528
오늘은오므라이스-신림봉천점,"{'lat': '37.4864412', 'lng': '126.93635188'}","['한식', '분식', '도시락/죽', '포장', '야식', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 412, 'image_count': 304, 'reply_count': 282}",4.9,412.0,304.0,282.0,37.4864412,126.93635188
피나치공-관악구청점,"{'lat': '37.48314178157474', 'lng': '126.94785258631251'}","['피자/양식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.9, 'count': 2732, 'image_count': 2735, 'reply_count': 2724}",4.9,2732.0,2735.0,2724.0,37.48314178157474,126.94785258631251
디저트39-보라매점,"{'lat': '37.491154455477', 'lng': '126.926025392351'}","['카페/디저트', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 185, 'image_count': 150, 'reply_count': 179}",5.0,185.0,150.0,179.0,37.491154455477,126.926025392351
상상오리&삼겹-봉천점,"{'lat': '37.4837229', 'lng': '126.9439876'}","['고기/구이', '족발/보쌈', '야식', '포장', '한식', '프랜차이즈']","{'average_rating': 5.0, 'count': 1212, 'image_count': 1002, 'reply_count': 274}",5.0,1212.0,1002.0,274.0,37.4837229,126.9439876
배고픈덮밥이-본점,"{'lat': '37.4812235', 'lng': '126.92988087'}","['한식', '일식/돈까스', '도시락/죽', '포장', '야식', '프랜차이즈', '1인분주문']","{'average_rating': 5.0, 'count': 224, 'image_count': 168, 'reply_count': 0}",5.0,224.0,168.0,0.0,37.4812235,126.92988087
유백천마라탕,"{'lat': '37.4817763', 'lng': '126.91093695'}","['중국집', '야식', '찜/탕', '아시안', '포장']","{'average_rating': 4.9, 'count': 1087, 'image_count': 986, 'reply_count': 910}",4.9,1087.0,986.0,910.0,37.4817763,126.91093695
청년아구찜家-관악점,"{'lat': '37.4833306', 'lng': '126.94670085'}","['찜/탕', '한식', '프랜차이즈', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 448, 'image_count': 438, 'reply_count': 28}",5.0,448.0,438.0,28.0,37.4833306,126.94670085
온실족발,"{'lat': '37.4761501', 'lng': '126.90438404'}","['포장', '한식', '족발/보쌈', '고기/구이', '야식', '신규맛집']","{'average_rating': 4.9, 'count': 19, 'image_count': 18, 'reply_count': 19}",4.9,19.0,18.0,19.0,37.4761501,126.90438404
호식이두마리치킨-신림점,"{'lat': '37.484654', 'lng': '126.91542767'}","['야식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.9, 'count': 1879, 'image_count': 1777, 'reply_count': 1876}",4.9,1879.0,1777.0,1876.0,37.484654,126.91542767
김치찜에미치다-신림점,"{'lat': '37.48002187615634', 'lng': '126.9330862880287'}","['찜/탕', '한식', '고기/구이', '포장', '야식']","{'average_rating': 4.9, 'count': 49, 'image_count': 48, 'reply_count': 45}",4.9,49.0,48.0,45.0,37.48002187615634,126.9330862880287
와플대학-신대방삼거리캠퍼스점,"{'lat': '37.4980011', 'lng': '126.92820391'}","['카페/디저트', '포장', '프랜차이즈']","{'average_rating': 4.6, 'count': 139, 'image_count': 105, 'reply_count': 0}",4.6,139.0,105.0,0.0,37.4980011,126.92820391
식어도바삭한동서재닭강정-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['분식', '야식', '치킨', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 470, 'image_count': 399, 'reply_count': 0}",4.9,470.0,399.0,0.0,37.4844866,126.93582351
피자와일드-관악점,"{'lat': '37.4789463', 'lng': '126.94764875'}","['피자/양식', '야식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 2464, 'image_count': 2364, 'reply_count': 2426}",5.0,2464.0,2364.0,2426.0,37.4789463,126.94764875
영천얼큰돼지국밥-신대방직영점,"{'lat': '37.4862991', 'lng': '126.9052193'}","['찜/탕', '한식', '포장', '프랜차이즈', '고기/구이', '야식']","{'average_rating': 4.9, 'count': 599, 'image_count': 460, 'reply_count': 597}",4.9,599.0,460.0,597.0,37.4862991,126.9052193
스시화-관악점,"{'lat': '37.4881129', 'lng': '126.93170661'}","['일식/돈까스', '회/초밥', '도시락/죽', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 32, 'image_count': 22, 'reply_count': 31}",4.9,32.0,22.0,31.0,37.4881129,126.93170661
윤반장원조한우곱도리탕-봉천점,"{'lat': '37.484597', 'lng': '126.92759424'}","['찜/탕', '한식', '야식', '포장']","{'average_rating': 4.9, 'count': 443, 'image_count': 373, 'reply_count': 103}",4.9,443.0,373.0,103.0,37.484597,126.92759424
달떡볶이-대림점,"{'lat': '37.4937362', 'lng': '126.90109797'}","['한식', '분식', '야식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 2496, 'image_count': 2184, 'reply_count': 1836}",4.9,2496.0,2184.0,1836.0,37.4937362,126.90109797
이찌방라멘&카츠카레-대방점,"{'lat': '37.4992347', 'lng': '126.9275198'}","['일식/돈까스', '아시안', '프랜차이즈', '1인분주문']","{'average_rating': 4.8, 'count': 668, 'image_count': 544, 'reply_count': 200}",4.8,668.0,544.0,200.0,37.4992347,126.9275198
남자식당-본점,"{'lat': '37.478645', 'lng': '126.94737596'}","['한식', '고기/구이', '일식/돈까스', '포장', '야식']","{'average_rating': 4.8, 'count': 176, 'image_count': 133, 'reply_count': 176}",4.8,176.0,133.0,176.0,37.478645,126.94737596
컾-신림점,"{'lat': '37.4871432', 'lng': '126.93187548'}","['분식', '카페/디저트', '야식']","{'average_rating': 4.8, 'count': 15, 'image_count': 10, 'reply_count': 10}",4.8,15.0,10.0,10.0,37.4871432,126.93187548
을지로 닭강정-관악직영점,"{'lat': '37.483194516786824', 'lng': '126.94515672134224'}","['분식', '야식', '도시락/죽', '치킨', '포장']","{'average_rating': 4.9, 'count': 131, 'image_count': 114, 'reply_count': 103}",4.9,131.0,114.0,103.0,37.483194516786824,126.94515672134224
정자삼겹-관악직영점,"{'lat': '37.4870703', 'lng': '126.93521776'}","['한식', '고기/구이', '도시락/죽', '포장', '야식', '1인분주문']","{'average_rating': 5.0, 'count': 7, 'image_count': 3, 'reply_count': 7}",5.0,7.0,3.0,7.0,37.4870703,126.93521776
불은면이 싫어 내가 만든 중국집-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['중국집', '포장', '야식']","{'average_rating': 4.6, 'count': 135, 'image_count': 130, 'reply_count': 0}",4.6,135.0,130.0,0.0,37.4844866,126.93582351
막걸리전당,"{'lat': '37.4825628180193', 'lng': '126.951378673722'}","['포장', '한식', '야식', '고기/구이', '찜/탕']","{'average_rating': 4.8, 'count': 855, 'image_count': 712, 'reply_count': 721}",4.8,855.0,712.0,721.0,37.4825628180193,126.951378673722
나는카레&오믈렛매운숙성카레전문점-봉천점,"{'lat': '37.4857221', 'lng': '126.93696214'}","['분식', '카페/디저트', '일식/돈까스', '포장', '야식']","{'average_rating': 5.0, 'count': 36, 'image_count': 26, 'reply_count': 0}",5.0,36.0,26.0,0.0,37.4857221,126.93696214
노모어피자-서울대입구점,"{'lat': '37.4808347', 'lng': '126.95459147'}","['피자/양식', '버거', '치킨', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 389, 'image_count': 317, 'reply_count': 46}",4.9,389.0,317.0,46.0,37.4808347,126.95459147
동근이숯불두마리치킨-신대방점,"{'lat': '37.4876101158019', 'lng': '126.908806904861'}","['야식', '치킨', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 5968, 'image_count': 5321, 'reply_count': 3423}",4.9,5968.0,5321.0,3423.0,37.4876101158019,126.908806904861
이프유캔Coffee&Dessert-신림점,"{'lat': '37.4883011', 'lng': '126.92709586'}","['분식', '카페/디저트', '일식/돈까스', '야식', '포장']","{'average_rating': 5.0, 'count': 244, 'image_count': 189, 'reply_count': 0}",5.0,244.0,189.0,0.0,37.4883011,126.92709586
배달쭈꾸미매콤쭈선생-신림점,"{'lat': '37.4816434', 'lng': '126.94488505'}","['찜/탕', '한식', '고기/구이', '야식', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 139, 'image_count': 122, 'reply_count': 0}",5.0,139.0,122.0,0.0,37.4816434,126.94488505
잇라이트포케&샐러드-봉천신림점,"{'lat': '37.4835884', 'lng': '126.92797932'}","['샐러드', '카페/디저트', '샌드위치', '포장', '야식', '1인분주문']","{'average_rating': 4.9, 'count': 75, 'image_count': 66, 'reply_count': 0}",4.9,75.0,66.0,0.0,37.4835884,126.92797932
장충동참왕족발보쌈-본점,"{'lat': '37.4816259900613', 'lng': '126.941924142104'}","['포장', '족발/보쌈', '야식']","{'average_rating': 4.8, 'count': 1501, 'image_count': 1180, 'reply_count': 1023}",4.8,1501.0,1180.0,1023.0,37.4816259900613,126.941924142104
바다가내손아귀찜&해물찜,"{'lat': '37.4829258', 'lng': '126.9422617'}","['포장', '한식', '야식', '찜/탕']","{'average_rating': 4.9, 'count': 1579, 'image_count': 1397, 'reply_count': 1504}",4.9,1579.0,1397.0,1504.0,37.4829258,126.9422617
1인피자+1인치킨피앤치-신림점,"{'lat': '37.4859247', 'lng': '126.93086761'}","['피자/양식', '치킨', '포장']","{'average_rating': 4.0, 'count': 2, 'image_count': 1, 'reply_count': 1}",4.0,2.0,1.0,1.0,37.4859247,126.93086761
계란듬뿍덮밥-본점,"{'lat': '37.479664', 'lng': '126.94729518'}","['한식', '도시락/죽', '포장', '1인분주문']","{'average_rating': 4.8, 'count': 56, 'image_count': 40, 'reply_count': 48}",4.8,56.0,40.0,48.0,37.479664,126.94729518
맘스터치-구로IT점,"{'lat': '37.484876', 'lng': '126.89376715'}","['버거', '프랜차이즈', '치킨', '야식', '포장']","{'average_rating': 4.8, 'count': 1154, 'image_count': 1002, 'reply_count': 0}",4.8,1154.0,1002.0,0.0,37.484876,126.89376715
스타SGT커피-신림점,"{'lat': '37.4854538', 'lng': '126.92651876'}","['한식', '분식', '카페/디저트', '포장']","{'average_rating': 4.6, 'count': 28, 'image_count': 27, 'reply_count': 2}",4.6,28.0,27.0,2.0,37.4854538,126.92651876
치떡순튀,"{'lat': '37.4794155', 'lng': '126.94194469'}","['분식', '치킨', '포장', '야식', '한식', '프랜차이즈']","{'average_rating': 4.9, 'count': 227, 'image_count': 216, 'reply_count': 104}",4.9,227.0,216.0,104.0,37.4794155,126.94194469
Top1인안심찹쌀탕수육,"{'lat': '37.489171446961606', 'lng': '126.93022018090883'}","['중국집', '분식', '치킨', '포장']","{'average_rating': 4.8, 'count': 124, 'image_count': 108, 'reply_count': 107}",4.8,124.0,108.0,107.0,37.489171446961606,126.93022018090883
비스트로오스틴,"{'lat': '37.4774365', 'lng': '126.96040218'}","['피자/양식', '버거', '포장', '카페/디저트']","{'average_rating': 4.9, 'count': 588, 'image_count': 552, 'reply_count': 45}",4.9,588.0,552.0,45.0,37.4774365,126.96040218
곱도리탕전문점-신림본점,"{'lat': '37.4851007', 'lng': '126.93830627'}","['찜/탕', '한식', '고기/구이', '야식', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 325, 'image_count': 278, 'reply_count': 176}",4.9,325.0,278.0,176.0,37.4851007,126.93830627
육식주의고깃집-신림점,"{'lat': '37.4847421', 'lng': '126.93998828'}","['한식', '분식', '고기/구이', '포장', '야식']","{'average_rating': 5.0, 'count': 4, 'image_count': 4, 'reply_count': 4}",5.0,4.0,4.0,4.0,37.4847421,126.93998828
밥보이즈-신림점,"{'lat': '37.484597', 'lng': '126.92759424'}","['찜/탕', '한식', '야식', '도시락/죽', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 20, 'image_count': 15, 'reply_count': 20}",5.0,20.0,15.0,20.0,37.484597,126.92759424
육연담다,"{'lat': '37.4866554', 'lng': '126.91316474'}","['한식', '야식', '일식/돈까스', '회/초밥', '포장']","{'average_rating': 4.9, 'count': 385, 'image_count': 353, 'reply_count': 379}",4.9,385.0,353.0,379.0,37.4866554,126.91316474
스낵팩멜번-신림점,"{'lat': '37.484901', 'lng': '126.94007535'}","['한식', '고기/구이', '치킨', '포장', '야식']","{'average_rating': 4.9, 'count': 36, 'image_count': 32, 'reply_count': 10}",4.9,36.0,32.0,10.0,37.484901,126.94007535
폭식당-신림본점,"{'lat': '37.4792089', 'lng': '126.92799463'}","['한식', '포장', '야식']","{'average_rating': 5.0, 'count': 35, 'image_count': 52, 'reply_count': 35}",5.0,35.0,52.0,35.0,37.4792089,126.92799463
제주도야지갈비찜,"{'lat': '37.4791602', 'lng': '126.92958616'}","['찜/탕', '한식', '고기/구이', '야식', '1인분주문']","{'average_rating': 4.8, 'count': 204, 'image_count': 154, 'reply_count': 180}",4.8,204.0,154.0,180.0,37.4791602,126.92958616
과일청년-본점,"{'lat': '37.4866916792836', 'lng': '126.928169123727'}","['샐러드', '야식', '포장', '카페/디저트']","{'average_rating': 4.9, 'count': 838, 'image_count': 627, 'reply_count': 630}",4.9,838.0,627.0,630.0,37.4866916792836,126.928169123727
화락바베큐치킨-신림스타점,"{'lat': '37.485897', 'lng': '126.93839049'}","['치킨', '포장', '고기/구이', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 3, 'image_count': 2, 'reply_count': 0}",5.0,3.0,2.0,0.0,37.485897,126.93839049
밥시그널-신림점,"{'lat': '37.486915', 'lng': '126.92595687'}","['찜/탕', '한식', '프랜차이즈', '도시락/죽', '야식', '포장', '신규맛집']","{'average_rating': 5.0, 'count': 3, 'image_count': 2, 'reply_count': 1}",5.0,3.0,2.0,1.0,37.486915,126.92595687
도우라이크피자-신림봉천점,"{'lat': '37.478710661557386', 'lng': '126.94186041361303'}","['피자/양식', '야식', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 8285, 'image_count': 7549, 'reply_count': 6918}",4.9,8285.0,7549.0,6918.0,37.478710661557386,126.94186041361303
육회2990-관악점,"{'lat': '37.4794481', 'lng': '126.94236749'}","['한식', '야식', '포장', '고기/구이', '회/초밥']","{'average_rating': 4.9, 'count': 242, 'image_count': 206, 'reply_count': 212}",4.9,242.0,206.0,212.0,37.4794481,126.94236749
모두의죽-신림점,"{'lat': '37.4859944', 'lng': '126.92117477'}","['한식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 316, 'image_count': 271, 'reply_count': 315}",4.9,316.0,271.0,315.0,37.4859944,126.92117477
튀김명인 최영일 닭강정&새우강정-관악직영점,"{'lat': '37.483194516786824', 'lng': '126.94515672134224'}","['분식', '야식', '도시락/죽', '치킨', '포장']","{'average_rating': 4.8, 'count': 208, 'image_count': 168, 'reply_count': 142}",4.8,208.0,168.0,142.0,37.483194516786824,126.94515672134224
안심탕수육,"{'lat': '37.4686624', 'lng': '126.93886341'}","['중국집', '분식', '야식', '포장']","{'average_rating': 4.7, 'count': 2936, 'image_count': 1836, 'reply_count': 8}",4.7,2936.0,1836.0,8.0,37.4686624,126.93886341
구슬구슬-신림점,"{'lat': '37.485065', 'lng': '126.92986437'}","['카페/디저트', '포장', '프랜차이즈']","{'average_rating': 4.3, 'count': 4, 'image_count': 6, 'reply_count': 0}",4.3,4.0,6.0,0.0,37.485065,126.92986437
금동이네보쌈의명가,"{'lat': '37.4845236', 'lng': '126.91274575'}","['한식', '고기/구이', '족발/보쌈', '포장']","{'average_rating': 5.0, 'count': 520, 'image_count': 529, 'reply_count': 164}",5.0,520.0,529.0,164.0,37.4845236,126.91274575
갱상도파절이대패삼겹-신림점,"{'lat': '37.4868663', 'lng': '126.93873133'}","['한식', '고기/구이', '도시락/죽', '포장', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 473, 'image_count': 403, 'reply_count': 0}",5.0,473.0,403.0,0.0,37.4868663,126.93873133
정성카츠-신대방삼거리점,"{'lat': '37.4985598', 'lng': '126.92608257'}","['일식/돈까스', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 68, 'image_count': 69, 'reply_count': 67}",5.0,68.0,69.0,67.0,37.4985598,126.92608257
순수타코야끼&닭강정-신림점,"{'lat': '37.4873878', 'lng': '126.92826255'}","['분식', '카페/디저트', '일식/돈까스', '야식', '포장', '프랜차이즈']","{'average_rating': 4.8, 'count': 130, 'image_count': 117, 'reply_count': 121}",4.8,130.0,117.0,121.0,37.4873878,126.92826255
임효성Top모밀&돈까스,"{'lat': '37.489193', 'lng': '126.93024395'}","['한식', '분식', '일식/돈까스', '포장', '1인분주문']","{'average_rating': 4.8, 'count': 250, 'image_count': 199, 'reply_count': 121}",4.8,250.0,199.0,121.0,37.489193,126.93024395
인생아구찜-노량진점,"{'lat': '37.5130334', 'lng': '126.93023172'}","['찜/탕', '한식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 561, 'image_count': 433, 'reply_count': 149}",5.0,561.0,433.0,149.0,37.5130334,126.93023172
남촌김치찜&김치찌개,"{'lat': '37.4814757', 'lng': '126.90581434'}","['찜/탕', '한식', '포장']","{'average_rating': 4.9, 'count': 151, 'image_count': 119, 'reply_count': 132}",4.9,151.0,119.0,132.0,37.4814757,126.90581434
굽네치킨&피자-서림점,"{'lat': '37.4748324', 'lng': '126.93782432'}","['피자/양식', '프랜차이즈', '치킨', '포장', '야식']","{'average_rating': 4.7, 'count': 10773, 'image_count': 7345, 'reply_count': 5305}",4.7,10773.0,7345.0,5305.0,37.4748324,126.93782432
맘스터치피자앤치킨-구로IT점,"{'lat': '37.484876', 'lng': '126.89376715'}","['피자/양식', '프랜차이즈', '야식', '포장']","{'average_rating': 4.8, 'count': 465, 'image_count': 419, 'reply_count': 0}",4.8,465.0,419.0,0.0,37.484876,126.89376715
육회랑연어랑-상도본점,"{'lat': '37.5001183704426', 'lng': '126.938075458064'}","['포장', '한식', '일식/돈까스', '야식', '회/초밥']","{'average_rating': 5.0, 'count': 18880, 'image_count': 17340, 'reply_count': 16566}",5.0,18880.0,17340.0,16566.0,37.5001183704426,126.938075458064
엄마밥-신림점,"{'lat': '37.4823105', 'lng': '126.92042228'}","['한식', '포장', '야식', '신규맛집']","{'average_rating': 5.0, 'count': 4, 'image_count': 5, 'reply_count': 0}",5.0,4.0,5.0,0.0,37.4823105,126.92042228
국민우유집&카페숍-신림직영점,"{'lat': '37.4838245', 'lng': '126.92805967'}","['카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 99, 'image_count': 71, 'reply_count': 0}",4.9,99.0,71.0,0.0,37.4838245,126.92805967
튀긴치킨싫어서구운치킨만파는집-신림스타점,"{'lat': '37.485897', 'lng': '126.93839049'}","['고기/구이', '치킨', '분식', '야식', '포장', '1인분주문']","{'average_rating': 4.4, 'count': 18, 'image_count': 13, 'reply_count': 1}",4.4,18.0,13.0,1.0,37.485897,126.93839049
감성낙곱새-관악신림점,"{'lat': '37.4871239', 'lng': '126.92836606'}","['한식', '포장', '프랜차이즈', '1인분주문', '신규맛집']","{'average_rating': 5.0, 'count': 4, 'image_count': 2, 'reply_count': 4}",5.0,4.0,2.0,4.0,37.4871239,126.92836606
인도차이나밥상(ThailandFood)-구로점,"{'lat': '37.4943166', 'lng': '126.8879516'}","['아시안', '포장', '야식', '신규맛집']","{'average_rating': 1.0, 'count': 1, 'image_count': 0, 'reply_count': 0}",1.0,1.0,0.0,0.0,37.4943166,126.8879516
